Year,County,State,Physical Inactivity Percentage,Obesity Percentage,Newly Diagnosed Diabetes Rate per 1000,Diagnosed Diabetes Percentage
2018,Aiken County,South Carolina,26.8,36.1,9.2,10.7
2018,Allendale County,South Carolina,21.8,29.7,13.3,13.6
2018,Anderson County,South Carolina,27.3,34.1,10.6,12.4
2018,Bamberg County,South Carolina,26.4,34.3,12.6,12.5
2018,Barnwell County,South Carolina,27.8,35.9,13.9,13.5
2018,Beaufort County,South Carolina,17.0,25.9,5.3,6.3
2018,Berkeley County,South Carolina,23.6,37.3,11.1,12.8
2018,Calhoun County,South Carolina,22.0,31.1,9.4,9.0
2018,Charleston County,South Carolina,19.4,29.2,7.7,10.2
2018,Cherokee County,South Carolina,31.1,33.8,7.3,10.6
2018,Chester County,South Carolina,29.2,36.8,14.5,13.2
2018,Chesterfield County,South Carolina,30.1,35.2,10.4,14.3
2018,Clarendon County,South Carolina,26.5,35.4,9.7,10.9
2018,Colleton County,South Carolina,33.3,34.5,12.9,12.6
2018,Darlington County,South Carolina,27.3,32.6,13.3,13.0
2018,Dillon County,South Carolina,30.0,36.3,10.5,13.2
2018,Dorchester County,South Carolina,23.8,33.1,9.2,11.0
2018,Edgefield County,South Carolina,25.8,35.3,10.3,10.7
2018,Fairfield County,South Carolina,31.1,28.9,15.9,12.3
2018,Florence County,South Carolina,29.2,39.0,11.6,13.5
2018,Georgetown County,South Carolina,26.2,37.0,11.8,12.3
2018,Greenville County,South Carolina,23.6,30.3,8.5,10.0
2018,Greenwood County,South Carolina,24.4,34.4,9.4,10.7
2018,Hampton County,South Carolina,34.5,34.1,14.4,12.6
2018,Horry County,South Carolina,25.2,33.6,9.4,10.8
2018,Jasper County,South Carolina,21.9,34.4,15.3,12.4
2018,Kershaw County,South Carolina,23.3,32.3,11.3,11.7
2018,Lancaster County,South Carolina,23.4,32.4,10.5,11.7
2018,Laurens County,South Carolina,29.7,33.8,14.2,13.8
2018,Lee County,South Carolina,30.4,33.6,12.0,12.4
2018,Lexington County,South Carolina,22.9,30.5,9.4,9.8
2018,Marion County,South Carolina,30.0,34.8,12.5,13.1
2018,Marlboro County,South Carolina,33.0,36.3,19.0,14.2
2018,Mccormick County,South Carolina,23.4,30.9,11.3,10.2
2018,Newberry County,South Carolina,28.7,33.9,12.4,12.2
2018,Oconee County,South Carolina,20.3,32.6,9.4,10.2
2018,Orangeburg County,South Carolina,27.7,40.2,13.9,14.0
2018,Pickens County,South Carolina,20.5,28.1,7.9,9.9
2018,Richland County,South Carolina,21.7,34.8,8.9,10.7
2018,Saluda County,South Carolina,29.5,35.5,7.1,11.4
2018,Spartanburg County,South Carolina,28.1,34.7,10.0,11.2
2018,Sumter County,South Carolina,29.0,38.0,12.1,11.5
2018,Union County,South Carolina,26.6,35.6,9.3,10.4
2018,Williamsburg County,South Carolina,32.6,43.0,15.7,17.2
2018,York County,South Carolina,20.8,31.3,8.3,9.8
2018,Aurora County,South Dakota,14.5,20.9,36.5,7.8
2018,Beadle County,South Dakota,18.8,27.8,9.1,6.9
2018,Bennett County,South Dakota,23.3,34.8,12.7,11.2
2018,Bon Homme County,South Dakota,19.8,22.8,9.7,8.3
2018,Brookings County,South Dakota,17.2,29.3,7.2,7.7
2018,Brown County,South Dakota,21.4,35.2,7.8,9.4
2018,Brule County,South Dakota,21.8,25.7,6.0,7.2
2018,Buffalo County,South Dakota,22.6,32.3,14.8,12.1
2018,Butte County,South Dakota,18.7,26.5,7.9,8.1
2018,Campbell County,South Dakota,16.0,23.6,3.2,6.5
2018,Charles Mix County,South Dakota,16.2,25.3,9.6,8.3
2018,Clark County,South Dakota,21.5,26.4,11.8,7.4
2018,Clay County,South Dakota,20.6,27.2,9.0,8.3
2018,Codington County,South Dakota,22.8,32.7,7.2,8.5
2018,Corson County,South Dakota,27.3,40.4,15.2,14.2
2018,Custer County,South Dakota,16.9,26.0,12.5,7.5
2018,Davison County,South Dakota,19.3,25.8,9.6,8.0
2018,Day County,South Dakota,20.9,26.6,7.1,6.9
2018,Deuel County,South Dakota,16.5,31.6,6.2,7.6
2018,Dewey County,South Dakota,31.0,40.7,18.0,15.3
2018,Douglas County,South Dakota,17.0,19.4,10.7,7.5
2018,Edmunds County,South Dakota,21.5,26.2,5.8,7.2
2018,Fall River County,South Dakota,18.9,29.5,11.4,9.2
2018,Faulk County,South Dakota,17.2,27.8,6.7,7.6
2018,Grant County,South Dakota,15.9,19.8,5.1,6.5
2018,Gregory County,South Dakota,18.8,19.1,9.9,7.0
2018,Haakon County,South Dakota,21.0,22.8,5.4,6.3
2018,Hamlin County,South Dakota,17.6,30.3,9.7,7.9
2018,Hand County,South Dakota,20.2,25.8,7.1,6.9
2018,Hanson County,South Dakota,15.4,19.4,7.5,6.8
2018,Harding County,South Dakota,17.4,21.3,4.6,6.6
2018,Hughes County,South Dakota,17.3,26.0,6.4,8.5
2018,Hutchinson County,South Dakota,16.0,25.4,5.9,7.2
2018,Hyde County,South Dakota,13.9,17.7,14.0,7.0
2018,Jackson County,South Dakota,27.7,34.0,13.4,11.3
2018,Jerauld County,South Dakota,15.9,19.0,29.5,7.3
2018,Jones County,South Dakota,14.3,18.5,6.3,6.9
2018,Kingsbury County,South Dakota,20.5,25.6,8.7,8.7
2018,Lake County,South Dakota,19.1,28.8,6.6,7.2
2018,Lawrence County,South Dakota,16.4,25.9,5.7,6.6
2018,Lincoln County,South Dakota,19.4,29.3,6.7,8.3
2018,Lyman County,South Dakota,17.9,19.4,10.7,8.6
2018,Marshall County,South Dakota,18.1,21.6,8.4,6.5
2018,Mccook County,South Dakota,17.0,26.8,9.5,7.7
2018,Mcpherson County,South Dakota,16.3,21.4,12.9,7.7
2018,Meade County,South Dakota,20.8,27.8,6.9,7.5
2018,Mellette County,South Dakota,26.6,34.9,15.6,8.4
2018,Miner County,South Dakota,13.7,20.2,4.8,6.8
2018,Minnehaha County,South Dakota,20.9,29.5,6.8,8.0
2018,Moody County,South Dakota,17.3,27.9,6.0,7.1
2018,Oglala Lakota County,South Dakota,26.2,37.7,21.1,17.9
2018,Pennington County,South Dakota,21.4,28.5,6.3,8.2
2018,Perkins County,South Dakota,18.5,23.6,5.6,6.7
2018,Potter County,South Dakota,17.9,20.3,10.9,7.5
2018,Roberts County,South Dakota,22.9,26.4,8.2,8.8
2018,Sanborn County,South Dakota,16.6,18.5,22.8,8.6
2018,Spink County,South Dakota,17.1,26.4,7.6,7.1
2018,Stanley County,South Dakota,13.2,19.0,18.8,6.7
2018,Sully County,South Dakota,15.5,22.2,8.3,7.0
2018,Todd County,South Dakota,23.8,37.9,16.5,15.9
2018,Tripp County,South Dakota,16.9,21.1,9.8,7.7
2018,Turner County,South Dakota,19.4,31.0,9.3,8.0
2018,Union County,South Dakota,14.1,28.2,6.7,7.2
2018,Walworth County,South Dakota,16.9,17.3,10.7,8.4
2018,Yankton County,South Dakota,17.7,31.5,7.8,7.7
2018,Ziebach County,South Dakota,25.3,41.5,16.0,15.9
2018,Anderson County,Tennessee,22.6,28.3,12.1,9.0
2018,Bedford County,Tennessee,23.9,24.2,7.8,7.7
2018,Benton County,Tennessee,18.5,25.3,12.1,8.2
2018,Bledsoe County,Tennessee,20.1,20.6,10.4,9.0
2018,Blount County,Tennessee,23.2,32.0,7.6,7.2
2018,Bradley County,Tennessee,25.3,34.2,11.7,11.4
2018,Campbell County,Tennessee,22.2,27.5,10.4,10.1
2018,Cannon County,Tennessee,17.5,23.8,7.9,7.5
2018,Carroll County,Tennessee,22.8,23.7,8.7,8.9
2018,Carter County,Tennessee,25.8,32.7,13.6,11.8
2018,Cheatham County,Tennessee,14.1,18.9,17.3,6.9
2018,Chester County,Tennessee,17.2,25.7,7.8,8.5
2018,Claiborne County,Tennessee,23.2,28.2,13.5,10.8
2018,Clay County,Tennessee,14.9,18.9,7.4,8.0
2018,Cocke County,Tennessee,21.7,31.4,17.2,11.1
2018,Coffee County,Tennessee,26.5,27.2,11.3,9.9
2018,Crockett County,Tennessee,19.5,23.2,9.4,7.8
2018,Cumberland County,Tennessee,25.6,30.3,7.7,8.9
2018,Davidson County,Tennessee,23.9,27.8,7.8,8.3
2018,Decatur County,Tennessee,23.3,27.5,16.0,8.9
2018,Dekalb County,Tennessee,19.6,22.5,20.2,8.9
2018,Dickson County,Tennessee,17.5,19.1,14.4,8.1
2018,Dyer County,Tennessee,27.2,28.6,10.0,9.8
2018,Fayette County,Tennessee,19.9,28.5,9.5,10.0
2018,Fentress County,Tennessee,19.4,21.3,6.6,7.4
2018,Franklin County,Tennessee,20.0,26.5,10.3,9.4
2018,Gibson County,Tennessee,24.5,34.8,16.1,12.1
2018,Giles County,Tennessee,23.0,24.2,9.0,7.5
2018,Grainger County,Tennessee,22.7,24.2,8.7,7.8
2018,Greene County,Tennessee,26.3,33.4,15.7,12.6
2018,Grundy County,Tennessee,17.7,24.6,18.9,8.3
2018,Hamblen County,Tennessee,27.5,31.9,12.0,11.4
2018,Hamilton County,Tennessee,22.8,31.5,9.7,10.6
2018,Hancock County,Tennessee,15.3,19.2,12.7,6.8
2018,Hardeman County,Tennessee,28.1,29.2,23.1,9.9
2018,Hardin County,Tennessee,31.7,32.2,13.5,9.2
2018,Hawkins County,Tennessee,28.5,27.5,11.7,9.9
2018,Haywood County,Tennessee,21.2,30.0,20.1,11.9
2018,Henderson County,Tennessee,25.8,33.4,13.4,12.5
2018,Henry County,Tennessee,26.1,27.3,10.5,8.9
2018,Hickman County,Tennessee,19.4,27.0,13.5,10.0
2018,Houston County,Tennessee,14.6,18.4,13.7,6.9
2018,Humphreys County,Tennessee,16.3,19.3,7.9,7.1
2018,Jackson County,Tennessee,22.1,23.4,7.5,8.6
2018,Jefferson County,Tennessee,24.2,31.9,11.7,9.9
2018,Johnson County,Tennessee,17.7,23.0,3.1,6.5
2018,Knox County,Tennessee,21.9,28.3,9.1,9.9
2018,Lake County,Tennessee,16.3,19.6,33.4,7.5
2018,Lauderdale County,Tennessee,27.6,33.9,16.8,12.8
2018,Lawrence County,Tennessee,28.3,32.1,8.7,9.9
2018,Lewis County,Tennessee,17.3,22.7,32.0,7.0
2018,Lincoln County,Tennessee,22.2,25.8,9.9,7.2
2018,Loudon County,Tennessee,19.1,22.8,13.2,9.8
2018,Macon County,Tennessee,25.0,27.4,18.6,10.1
2018,Madison County,Tennessee,29.1,38.6,11.2,12.7
2018,Marion County,Tennessee,22.7,28.1,13.8,9.8
2018,Marshall County,Tennessee,23.5,31.4,11.6,9.6
2018,Maury County,Tennessee,26.1,28.3,10.0,10.6
2018,Mcminn County,Tennessee,29.1,31.3,10.4,10.7
2018,Mcnairy County,Tennessee,28.7,27.3,10.1,10.1
2018,Meigs County,Tennessee,21.0,21.6,8.4,9.4
2018,Monroe County,Tennessee,21.7,31.4,10.1,8.2
2018,Montgomery County,Tennessee,24.7,35.2,12.9,12.4
2018,Moore County,Tennessee,14.9,19.4,10.1,7.1
2018,Morgan County,Tennessee,18.4,23.8,29.3,7.7
2018,Obion County,Tennessee,28.1,33.3,12.7,12.1
2018,Overton County,Tennessee,21.8,29.4,7.0,7.9
2018,Perry County,Tennessee,15.0,18.0,22.3,7.7
2018,Pickett County,Tennessee,16.5,19.4,13.6,7.0
2018,Polk County,Tennessee,24.4,31.2,11.0,8.8
2018,Putnam County,Tennessee,21.8,25.9,8.1,8.4
2018,Rhea County,Tennessee,19.1,28.9,14.5,10.4
2018,Roane County,Tennessee,19.4,26.2,11.0,8.4
2018,Robertson County,Tennessee,23.7,30.3,12.5,9.1
2018,Rutherford County,Tennessee,22.5,33.4,10.9,10.5
2018,Scott County,Tennessee,25.6,32.6,18.3,9.9
2018,Sequatchie County,Tennessee,19.3,25.6,8.1,8.5
2018,Sevier County,Tennessee,32.6,35.5,9.8,10.2
2018,Shelby County,Tennessee,26.4,32.1,10.0,10.7
2018,Smith County,Tennessee,19.3,22.9,9.4,8.3
2018,Stewart County,Tennessee,12.6,18.7,6.1,7.1
2018,Sullivan County,Tennessee,27.9,33.1,10.7,10.2
2018,Sumner County,Tennessee,26.7,24.5,8.0,8.0
2018,Tipton County,Tennessee,25.3,27.9,12.2,9.7
2018,Trousdale County,Tennessee,17.5,19.6,11.6,7.4
2018,Unicoi County,Tennessee,18.0,23.1,15.9,9.3
2018,Union County,Tennessee,19.7,21.4,6.8,7.9
2018,Van Buren County,Tennessee,15.8,20.1,8.0,7.7
2018,Warren County,Tennessee,25.6,28.3,12.5,10.3
2018,Washington County,Tennessee,24.1,30.7,10.2,10.4
2018,Wayne County,Tennessee,28.1,25.4,12.5,8.9
2018,Weakley County,Tennessee,27.7,31.6,8.0,8.3
2018,White County,Tennessee,19.9,27.7,12.0,8.8
2018,Williamson County,Tennessee,16.8,19.9,5.7,7.0
2018,Wilson County,Tennessee,20.9,25.5,8.8,7.8
2018,Anderson County,Texas,21.8,29.6,11.5,8.1
2018,Andrews County,Texas,15.9,19.7,11.7,7.3
2018,Angelina County,Texas,31.1,37.5,13.7,12.6
2018,Aransas County,Texas,17.3,19.6,11.3,7.0
2018,Archer County,Texas,15.2,22.7,14.9,8.6
2018,Armstrong County,Texas,14.2,18.1,6.9,6.8
2018,Atascosa County,Texas,15.0,22.1,15.1,7.7
2018,Austin County,Texas,19.7,23.7,8.5,8.3
2018,Bailey County,Texas,13.4,18.0,11.2,6.8
2018,Bandera County,Texas,14.9,21.9,13.9,6.9
2018,Bastrop County,Texas,24.4,38.5,12.0,9.9
2018,Baylor County,Texas,14.2,19.2,8.2,6.6
2018,Bee County,Texas,13.9,18.3,37.9,7.4
2018,Bell County,Texas,21.5,29.0,13.3,9.8
2018,Bexar County,Texas,22.4,32.8,10.6,10.6
2018,Blanco County,Texas,15.1,17.6,16.3,7.3
2018,Borden County,Texas,13.8,18.0,5.9,7.1
2018,Bosque County,Texas,14.3,18.0,18.4,6.9
2018,Bowie County,Texas,18.4,22.6,18.8,8.6
2018,Brazoria County,Texas,27.0,30.2,12.9,9.8
2018,Brazos County,Texas,20.4,31.4,10.7,9.7
2018,Brewster County,Texas,13.8,17.7,15.4,6.9
2018,Briscoe County,Texas,13.9,18.0,14.8,6.8
2018,Brooks County,Texas,13.6,18.0,9.0,6.9
2018,Brown County,Texas,17.6,20.8,16.9,7.5
2018,Burleson County,Texas,15.2,22.9,15.7,7.4
2018,Burnet County,Texas,16.0,23.2,9.0,7.0
2018,Caldwell County,Texas,18.5,30.7,10.9,10.2
2018,Calhoun County,Texas,14.6,19.7,10.9,7.2
2018,Callahan County,Texas,14.2,20.0,15.1,7.6
2018,Cameron County,Texas,27.2,34.7,11.2,11.8
2018,Camp County,Texas,14.4,17.8,13.0,7.4
2018,Carson County,Texas,14.0,18.1,13.7,6.9
2018,Cass County,Texas,14.7,19.2,25.4,7.2
2018,Castro County,Texas,14.1,18.2,6.3,6.7
2018,Chambers County,Texas,14.2,20.7,8.7,7.3
2018,Cherokee County,Texas,21.2,28.1,12.2,8.7
2018,Childress County,Texas,14.2,17.9,18.7,7.2
2018,Clay County,Texas,21.9,27.6,18.6,8.6
2018,Cochran County,Texas,14.4,18.3,9.3,7.1
2018,Coke County,Texas,14.1,18.3,9.5,7.0
2018,Coleman County,Texas,14.5,18.3,14.0,7.0
2018,Collin County,Texas,18.7,23.0,7.4,7.0
2018,Collingsworth County,Texas,14.3,18.4,8.9,6.8
2018,Colorado County,Texas,15.8,17.9,9.7,7.4
2018,Comal County,Texas,18.7,25.9,6.5,6.8
2018,Comanche County,Texas,14.1,18.0,6.1,6.9
2018,Concho County,Texas,13.8,18.1,13.1,7.1
2018,Cooke County,Texas,14.2,17.9,14.6,6.8
2018,Coryell County,Texas,19.8,19.4,8.7,7.3
2018,Cottle County,Texas,14.2,18.2,17.2,7.0
2018,Crane County,Texas,13.9,18.1,6.5,7.2
2018,Crockett County,Texas,14.1,18.2,17.5,6.8
2018,Crosby County,Texas,14.6,18.4,5.9,7.1
2018,Culberson County,Texas,14.5,18.3,12.4,7.2
2018,Dallam County,Texas,15.7,17.8,9.5,7.2
2018,Dallas County,Texas,23.0,31.0,9.2,8.2
2018,Dawson County,Texas,14.2,18.4,8.6,6.9
2018,Deaf Smith County,Texas,13.9,18.0,13.1,6.8
2018,Delta County,Texas,14.3,18.0,8.1,7.1
2018,Denton County,Texas,21.5,32.5,8.0,7.0
2018,Dewitt County,Texas,14.6,19.0,10.8,7.0
2018,Dickens County,Texas,14.5,18.0,15.5,7.0
2018,Dimmit County,Texas,13.9,18.2,8.3,6.9
2018,Donley County,Texas,14.2,18.3,13.4,7.1
2018,Duval County,Texas,14.1,18.0,7.6,6.8
2018,Eastland County,Texas,14.1,18.9,17.2,6.9
2018,Ector County,Texas,26.6,30.3,7.3,7.6
2018,Edwards County,Texas,14.0,18.3,12.9,7.0
2018,El Paso County,Texas,22.6,34.8,8.9,11.2
2018,Ellis County,Texas,24.6,35.2,11.6,10.6
2018,Erath County,Texas,14.8,19.5,15.7,7.2
2018,Falls County,Texas,14.7,17.2,11.9,7.4
2018,Fannin County,Texas,14.1,19.9,9.4,6.9
2018,Fayette County,Texas,14.4,19.2,6.7,7.4
2018,Fisher County,Texas,13.9,17.8,9.1,7.1
2018,Floyd County,Texas,13.9,18.1,10.6,7.1
2018,Foard County,Texas,13.8,18.2,44.3,7.1
2018,Fort Bend County,Texas,17.6,23.1,10.6,7.8
2018,Franklin County,Texas,14.2,18.4,14.9,7.1
2018,Freestone County,Texas,17.0,19.5,22.2,7.7
2018,Frio County,Texas,13.8,18.1,35.8,7.0
2018,Gaines County,Texas,15.4,18.7,10.1,7.0
2018,Galveston County,Texas,25.7,34.3,11.1,10.6
2018,Garza County,Texas,14.0,17.6,10.9,7.1
2018,Gillespie County,Texas,14.2,18.0,10.4,6.7
2018,Glasscock County,Texas,14.0,18.0,13.4,6.9
2018,Goliad County,Texas,13.6,18.0,12.4,7.4
2018,Gonzales County,Texas,14.4,18.4,24.3,7.1
2018,Gray County,Texas,14.5,20.5,37.8,8.3
2018,Grayson County,Texas,16.6,21.4,14.3,8.1
2018,Gregg County,Texas,16.3,22.0,8.7,8.1
2018,Grimes County,Texas,20.0,26.3,18.1,8.1
2018,Guadalupe County,Texas,18.7,26.3,7.5,8.8
2018,Hale County,Texas,14.4,18.7,7.1,6.9
2018,Hall County,Texas,14.5,17.7,17.8,7.1
2018,Hamilton County,Texas,14.3,17.9,10.8,6.9
2018,Hansford County,Texas,13.9,19.6,18.9,7.0
2018,Hardeman County,Texas,16.9,21.6,32.1,7.6
2018,Hardin County,Texas,18.4,25.8,11.5,6.8
2018,Harris County,Texas,21.6,30.8,9.8,10.4
2018,Harrison County,Texas,18.6,23.4,12.1,9.2
2018,Hartley County,Texas,14.2,17.5,6.3,6.9
2018,Haskell County,Texas,15.9,21.5,11.5,7.0
2018,Hays County,Texas,17.0,31.4,7.3,8.0
2018,Hemphill County,Texas,14.4,18.4,12.4,7.0
2018,Henderson County,Texas,24.8,30.4,14.1,9.7
2018,Hidalgo County,Texas,28.7,41.4,12.3,11.9
2018,Hill County,Texas,20.1,26.4,12.7,8.3
2018,Hockley County,Texas,15.2,18.0,9.3,7.0
2018,Hood County,Texas,16.1,23.3,11.9,7.7
2018,Hopkins County,Texas,14.2,19.3,14.6,7.2
2018,Houston County,Texas,18.5,21.4,13.4,10.2
2018,Howard County,Texas,16.5,20.2,14.2,7.4
2018,Hudspeth County,Texas,14.4,18.1,11.4,6.9
2018,Hunt County,Texas,20.6,19.7,14.7,8.5
2018,Hutchinson County,Texas,15.2,19.0,10.0,7.0
2018,Irion County,Texas,14.3,18.7,8.0,6.9
2018,Jack County,Texas,14.6,19.3,13.1,7.2
2018,Jackson County,Texas,14.3,18.7,15.7,7.2
2018,Jasper County,Texas,18.7,32.0,15.4,8.4
2018,Jeff Davis County,Texas,14.0,18.2,8.8,7.1
2018,Jefferson County,Texas,30.3,40.8,12.3,11.1
2018,Jim Hogg County,Texas,14.3,18.1,14.2,7.1
2018,Jim Wells County,Texas,13.9,17.7,10.3,7.1
2018,Johnson County,Texas,25.2,34.7,13.2,10.0
2018,Jones County,Texas,15.5,18.6,18.2,7.2
2018,Karnes County,Texas,14.6,18.8,13.4,7.1
2018,Kaufman County,Texas,21.1,27.1,15.8,8.7
2018,Kendall County,Texas,15.4,21.8,10.4,8.5
2018,Kenedy County,Texas,14.0,17.9,12.6,6.9
2018,Kent County,Texas,14.2,18.3,23.5,7.0
2018,Kerr County,Texas,15.4,17.9,16.3,7.5
2018,Kimble County,Texas,14.4,18.3,15.0,6.8
2018,King County,Texas,13.9,18.2,18.9,6.8
2018,Kinney County,Texas,13.8,18.6,9.6,6.9
2018,Kleberg County,Texas,13.6,19.9,11.5,6.9
2018,Knox County,Texas,13.6,17.1,13.6,6.7
2018,La Salle County,Texas,14.2,18.3,30.6,6.8
2018,Lamar County,Texas,32.2,29.1,11.6,10.7
2018,Lamb County,Texas,14.7,18.3,15.1,7.0
2018,Lampasas County,Texas,14.0,19.1,10.5,8.1
2018,Lavaca County,Texas,14.9,19.8,10.1,7.3
2018,Lee County,Texas,17.7,26.4,9.7,8.1
2018,Leon County,Texas,15.5,19.3,9.9,6.8
2018,Liberty County,Texas,18.9,21.8,20.9,8.9
2018,Limestone County,Texas,17.2,19.9,12.9,6.9
2018,Lipscomb County,Texas,14.0,18.4,15.7,6.9
2018,Live Oak County,Texas,15.9,17.6,10.6,6.9
2018,Llano County,Texas,13.6,17.5,12.0,7.0
2018,Loving County,Texas,14.3,18.5,13.8,7.2
2018,Lubbock County,Texas,18.9,26.9,7.1,7.0
2018,Lynn County,Texas,13.8,17.8,25.2,6.9
2018,Madison County,Texas,15.3,20.2,10.2,7.8
2018,Marion County,Texas,14.8,18.9,11.7,7.5
2018,Martin County,Texas,13.9,17.7,7.1,6.9
2018,Mason County,Texas,15.3,17.9,8.5,7.0
2018,Matagorda County,Texas,15.6,20.8,10.9,7.1
2018,Maverick County,Texas,14.1,19.1,10.8,7.0
2018,Mcculloch County,Texas,13.8,19.6,10.8,7.2
2018,Mclennan County,Texas,18.4,27.7,8.3,8.6
2018,Mcmullen County,Texas,14.0,18.1,7.8,7.1
2018,Medina County,Texas,14.7,20.4,8.7,8.1
2018,Menard County,Texas,14.1,18.0,14.6,7.0
2018,Midland County,Texas,20.8,26.1,7.3,6.7
2018,Milam County,Texas,18.4,26.2,11.6,8.7
2018,Mills County,Texas,14.0,18.4,10.1,6.8
2018,Mitchell County,Texas,13.7,17.3,24.0,7.4
2018,Montague County,Texas,18.3,25.8,21.8,7.3
2018,Montgomery County,Texas,16.1,28.6,10.1,8.0
2018,Moore County,Texas,14.5,17.4,10.5,7.2
2018,Morris County,Texas,14.5,18.1,11.1,7.3
2018,Motley County,Texas,15.2,17.6,18.7,7.4
2018,Nacogdoches County,Texas,26.4,34.9,11.7,11.4
2018,Navarro County,Texas,19.1,29.8,16.9,11.3
2018,Newton County,Texas,13.7,19.1,13.7,7.2
2018,Nolan County,Texas,14.0,18.6,11.3,6.9
2018,Nueces County,Texas,26.9,33.7,9.0,11.2
2018,Ochiltree County,Texas,14.6,18.2,13.2,7.1
2018,Oldham County,Texas,14.1,18.3,9.6,7.1
2018,Orange County,Texas,29.0,40.1,16.3,11.2
2018,Palo Pinto County,Texas,15.9,28.1,14.8,10.0
2018,Panola County,Texas,13.4,20.1,12.2,7.2
2018,Parker County,Texas,19.9,27.7,10.8,8.2
2018,Parmer County,Texas,14.4,19.1,13.9,7.1
2018,Pecos County,Texas,15.0,18.9,5.9,7.2
2018,Polk County,Texas,18.0,26.2,17.8,9.5
2018,Potter County,Texas,14.2,19.8,11.5,7.7
2018,Presidio County,Texas,15.1,19.7,22.0,7.5
2018,Rains County,Texas,13.5,19.0,16.2,6.8
2018,Randall County,Texas,20.9,22.8,7.3,7.6
2018,Reagan County,Texas,13.9,17.5,11.0,6.8
2018,Real County,Texas,14.0,18.3,18.7,6.8
2018,Red River County,Texas,25.0,29.2,16.8,11.4
2018,Reeves County,Texas,14.0,18.1,15.3,7.0
2018,Refugio County,Texas,14.0,17.9,8.1,7.0
2018,Roberts County,Texas,13.7,18.4,13.4,6.7
2018,Robertson County,Texas,16.4,24.0,9.7,7.7
2018,Rockwall County,Texas,16.0,22.3,13.0,6.9
2018,Runnels County,Texas,14.1,17.8,11.8,6.9
2018,Rusk County,Texas,26.0,35.1,9.9,9.7
2018,Sabine County,Texas,14.5,18.6,23.7,7.1
2018,San Augustine County,Texas,14.7,20.3,20.5,8.1
2018,San Jacinto County,Texas,16.5,20.3,9.8,7.3
2018,San Patricio County,Texas,18.9,27.3,11.7,7.5
2018,San Saba County,Texas,14.3,18.0,15.3,6.8
2018,Schleicher County,Texas,13.8,17.8,12.0,6.9
2018,Scurry County,Texas,14.1,18.1,21.6,7.0
2018,Shackelford County,Texas,13.7,19.5,20.8,6.9
2018,Shelby County,Texas,17.4,20.7,11.1,8.0
2018,Sherman County,Texas,14.1,18.3,12.3,7.0
2018,Smith County,Texas,20.5,24.6,11.2,9.1
2018,Somervell County,Texas,14.6,18.8,12.1,6.9
2018,Starr County,Texas,24.3,25.2,13.5,8.4
2018,Stephens County,Texas,15.5,20.0,13.2,7.8
2018,Sterling County,Texas,14.0,18.2,14.5,7.0
2018,Stonewall County,Texas,13.9,18.1,14.2,7.0
2018,Sutton County,Texas,13.8,19.1,7.1,6.8
2018,Swisher County,Texas,14.3,18.3,12.2,7.0
2018,Tarrant County,Texas,22.0,30.6,10.4,10.9
2018,Taylor County,Texas,19.5,22.9,7.3,7.7
2018,Terrell County,Texas,13.9,17.7,11.6,6.9
2018,Terry County,Texas,14.1,18.2,16.6,7.5
2018,Throckmorton County,Texas,14.4,18.3,15.0,6.9
2018,Titus County,Texas,14.0,17.8,18.6,6.9
2018,Tom Green County,Texas,16.6,21.2,10.1,8.0
2018,Travis County,Texas,16.3,24.5,6.2,7.5
2018,Trinity County,Texas,14.6,18.8,20.5,7.9
2018,Tyler County,Texas,15.5,21.6,8.4,7.2
2018,Upshur County,Texas,17.8,20.2,9.1,6.8
2018,Upton County,Texas,14.3,18.1,19.2,6.8
2018,Uvalde County,Texas,14.8,19.1,9.5,6.7
2018,Val Verde County,Texas,14.6,18.5,9.5,6.8
2018,Van Zandt County,Texas,19.8,30.8,14.8,7.5
2018,Victoria County,Texas,21.7,29.0,12.4,10.2
2018,Walker County,Texas,15.7,22.9,16.2,7.3
2018,Waller County,Texas,28.2,30.9,10.4,9.7
2018,Ward County,Texas,14.6,17.9,8.5,7.0
2018,Washington County,Texas,20.7,22.9,10.5,8.1
2018,Webb County,Texas,24.8,28.5,9.6,7.7
2018,Wharton County,Texas,17.2,20.8,15.2,7.9
2018,Wheeler County,Texas,13.8,18.2,9.7,6.9
2018,Wichita County,Texas,28.7,35.1,16.8,13.7
2018,Wilbarger County,Texas,22.0,26.2,18.4,10.1
2018,Willacy County,Texas,14.5,20.0,20.7,7.1
2018,Williamson County,Texas,18.8,29.5,7.9,8.5
2018,Wilson County,Texas,17.2,19.1,12.6,6.6
2018,Winkler County,Texas,14.0,18.1,14.5,6.9
2018,Wise County,Texas,19.1,25.4,13.5,9.8
2018,Wood County,Texas,14.3,18.1,18.0,6.9
2018,Yoakum County,Texas,14.4,18.4,9.1,7.1
2018,Young County,Texas,20.9,28.3,15.8,8.3
2018,Zapata County,Texas,14.2,18.6,11.5,6.8
2018,Zavala County,Texas,14.0,17.7,15.6,6.8
2018,Beaver County,Utah,16.7,26.0,5.2,7.4
2018,Box Elder County,Utah,15.9,32.3,8.2,9.3
2018,Cache County,Utah,14.7,24.2,5.7,6.3
2018,Carbon County,Utah,21.0,31.7,7.8,9.3
2018,Daggett County,Utah,14.8,19.4,11.0,7.5
2018,Davis County,Utah,15.8,26.7,7.8,8.7
