Year,County,State,Physical Inactivity Percentage,Obesity Percentage,Newly Diagnosed Diabetes Rate per 1000,Diagnosed Diabetes Percentage
2018,Duchesne County,Utah,19.9,30.7,8.0,8.0
2018,Emery County,Utah,16.8,29.8,7.9,9.5
2018,Garfield County,Utah,18.4,19.0,7.8,6.6
2018,Grand County,Utah,15.3,22.4,5.0,7.1
2018,Iron County,Utah,16.0,26.3,8.0,8.2
2018,Juab County,Utah,16.0,26.5,6.3,7.6
2018,Kane County,Utah,16.3,23.9,9.2,7.7
2018,Millard County,Utah,18.1,35.5,8.5,7.8
2018,Morgan County,Utah,17.0,23.1,6.6,7.6
2018,Piute County,Utah,15.9,20.0,14.5,6.9
2018,Rich County,Utah,18.9,20.8,6.1,7.3
2018,Salt Lake County,Utah,16.9,26.9,6.3,7.6
2018,San Juan County,Utah,21.6,33.5,12.2,9.7
2018,Sanpete County,Utah,17.7,27.9,8.1,8.0
2018,Sevier County,Utah,18.4,28.3,7.0,7.8
2018,Summit County,Utah,11.2,14.2,3.6,4.8
2018,Tooele County,Utah,24.8,38.7,9.1,11.1
2018,Uintah County,Utah,20.3,35.3,10.9,10.8
2018,Utah County,Utah,16.7,27.4,5.8,7.5
2018,Wasatch County,Utah,14.8,23.7,4.7,5.9
2018,Washington County,Utah,15.9,24.8,5.7,7.2
2018,Wayne County,Utah,11.8,17.6,4.2,6.4
2018,Weber County,Utah,18.3,30.9,7.9,8.8
2018,Addison County,Vermont,17.3,24.1,4.7,6.6
2018,Bennington County,Vermont,17.8,28.7,7.9,8.4
2018,Caledonia County,Vermont,19.8,27.9,8.6,7.6
2018,Chittenden County,Vermont,13.3,22.3,5.1,6.5
2018,Essex County,Vermont,22.6,28.1,9.8,7.9
2018,Franklin County,Vermont,25.2,33.5,7.7,9.3
2018,Grand Isle County,Vermont,20.2,29.1,5.8,7.7
2018,Lamoille County,Vermont,17.0,23.4,6.2,7.3
2018,Orange County,Vermont,16.5,27.9,6.9,7.5
2018,Orleans County,Vermont,22.0,30.7,7.0,7.0
2018,Rutland County,Vermont,20.6,32.6,8.0,8.0
2018,Washington County,Vermont,14.1,22.1,6.1,6.2
2018,Windham County,Vermont,15.9,25.5,4.9,6.2
2018,Windsor County,Vermont,15.6,26.8,7.3,7.2
2018,Accomack County,Virginia,27.2,35.6,10.8,11.5
2018,Albemarle County,Virginia,13.0,22.3,6.9,7.6
2018,Alexandria City,Virginia,16.0,21.8,5.0,5.9
2018,Alleghany County,Virginia,25.1,30.8,13.6,9.2
2018,Amelia County,Virginia,19.1,27.4,11.4,8.6
2018,Amherst County,Virginia,18.9,23.0,10.9,11.5
2018,Appomattox County,Virginia,20.2,25.0,10.2,8.1
2018,Arlington County,Virginia,12.9,17.4,4.3,6.3
2018,Augusta County,Virginia,21.9,31.7,13.3,10.4
2018,Bath County,Virginia,16.5,18.4,7.9,6.6
2018,Bedford County,Virginia,16.0,30.2,10.3,10.9
2018,Bland County,Virginia,15.8,19.0,18.7,7.6
2018,Botetourt County,Virginia,16.2,24.5,8.7,6.0
2018,Bristol City,Virginia,15.7,19.4,29.0,8.4
2018,Brunswick County,Virginia,26.6,32.2,13.0,9.7
2018,Buchanan County,Virginia,32.0,25.6,14.2,9.1
2018,Buckingham County,Virginia,23.4,31.0,10.7,9.3
2018,Buena Vista City,Virginia,14.0,19.1,18.2,7.2
2018,Campbell County,Virginia,27.2,35.7,10.8,11.4
2018,Caroline County,Virginia,22.6,30.7,13.6,8.8
2018,Carroll County,Virginia,19.0,32.5,6.8,8.9
2018,Charles City County,Virginia,15.7,19.0,16.8,7.7
2018,Charlotte County,Virginia,21.6,25.6,12.6,8.4
2018,Charlottesville City,Virginia,15.7,23.7,7.3,8.3
2018,Chesapeake City,Virginia,23.5,33.4,9.0,9.8
2018,Chesterfield County,Virginia,20.7,32.0,9.5,9.9
2018,Clarke County,Virginia,15.6,23.1,6.3,7.3
2018,Colonial Heights City,Virginia,15.8,28.1,8.2,7.1
2018,Covington City,Virginia,14.8,19.6,17.8,7.3
2018,Craig County,Virginia,17.1,20.2,6.1,7.7
2018,Culpeper County,Virginia,23.8,27.1,9.7,9.4
2018,Cumberland County,Virginia,18.3,23.8,8.1,7.9
2018,Danville City,Virginia,20.5,25.8,14.8,10.9
2018,Dickenson County,Virginia,23.5,27.5,9.1,7.9
2018,Dinwiddie County,Virginia,21.9,32.8,13.2,10.6
2018,Emporia City,Virginia,14.7,17.1,12.6,8.5
2018,Essex County,Virginia,17.9,24.5,13.3,8.7
2018,Fairfax County,Virginia,14.1,20.4,4.7,5.6
2018,Fairfax City,Virginia,15.8,22.7,6.9,7.4
2018,Falls Church City,Virginia,13.7,18.3,5.4,6.5
2018,Fauquier County,Virginia,19.8,28.7,9.9,7.5
2018,Floyd County,Virginia,18.2,22.8,4.5,6.7
2018,Fluvanna County,Virginia,18.6,29.8,10.9,9.6
2018,Franklin County,Virginia,25.3,32.0,8.8,10.0
2018,Franklin City,Virginia,18.8,28.4,10.7,8.5
2018,Frederick County,Virginia,18.4,29.9,7.6,9.1
2018,Fredericksburg City,Virginia,18.4,22.4,8.7,8.3
2018,Galax City,Virginia,13.8,19.4,18.4,7.3
2018,Giles County,Virginia,25.9,25.8,9.3,7.8
2018,Gloucester County,Virginia,17.8,26.9,9.1,9.0
2018,Goochland County,Virginia,16.9,20.8,5.0,7.0
2018,Grayson County,Virginia,21.6,32.8,14.4,7.4
2018,Greene County,Virginia,16.2,24.6,4.6,7.3
2018,Greensville County,Virginia,17.4,18.5,19.7,9.1
2018,Halifax County,Virginia,27.0,31.0,13.1,11.4
2018,Hampton City,Virginia,22.9,34.8,13.3,12.7
2018,Hanover County,Virginia,17.5,26.0,7.8,8.1
2018,Harrisonburg City,Virginia,16.4,23.6,8.8,7.3
2018,Henrico County,Virginia,21.1,31.6,8.1,9.3
2018,Henry County,Virginia,26.0,31.4,17.5,11.5
2018,Highland County,Virginia,14.1,20.4,14.8,7.0
2018,Hopewell City,Virginia,27.5,32.5,13.6,10.7
2018,Isle Of Wight County,Virginia,23.8,31.1,7.8,8.7
2018,James City County,Virginia,14.8,25.1,7.8,8.3
2018,King And Queen County,Virginia,16.5,25.0,11.7,8.7
2018,King George County,Virginia,20.1,24.9,15.9,9.4
2018,King William County,Virginia,17.7,25.1,8.4,9.4
2018,Lancaster County,Virginia,17.3,20.7,10.1,8.8
2018,Lee County,Virginia,25.2,27.3,16.5,9.5
2018,Lexington City,Virginia,15.1,19.6,16.5,7.5
2018,Loudoun County,Virginia,15.5,21.5,5.2,5.5
2018,Louisa County,Virginia,18.6,30.2,8.9,8.8
2018,Lunenburg County,Virginia,21.4,28.7,12.7,9.7
2018,Lynchburg City,Virginia,23.1,30.1,7.2,7.8
2018,Madison County,Virginia,18.0,23.2,14.8,8.5
2018,Manassas City,Virginia,19.1,19.8,11.3,8.2
2018,Manassas Park City,Virginia,14.7,18.7,14.0,7.6
2018,Martinsville City,Virginia,15.2,18.7,18.4,7.7
2018,Mathews County,Virginia,16.9,21.0,5.4,7.6
2018,Mecklenburg County,Virginia,26.6,34.9,11.7,10.4
2018,Middlesex County,Virginia,18.7,21.8,14.6,7.5
2018,Montgomery County,Virginia,17.5,27.3,7.5,9.5
2018,Nelson County,Virginia,18.1,24.0,7.0,7.7
2018,New Kent County,Virginia,17.5,26.9,6.7,7.5
2018,Newport News City,Virginia,24.3,35.8,11.8,13.3
2018,Norfolk City,Virginia,22.8,34.4,10.8,11.7
2018,Northampton County,Virginia,18.9,31.2,13.1,9.5
2018,Northumberland County,Virginia,15.0,15.6,6.1,6.7
2018,Norton City,Virginia,14.9,18.4,6.7,7.2
2018,Nottoway County,Virginia,24.3,23.7,13.4,11.1
2018,Orange County,Virginia,23.1,26.9,10.1,8.0
2018,Page County,Virginia,22.3,31.5,16.0,11.2
2018,Patrick County,Virginia,22.6,24.9,12.5,7.9
2018,Petersburg City,Virginia,30.2,34.9,14.9,14.0
2018,Pittsylvania County,Virginia,30.1,35.6,10.4,9.6
2018,Poquoson City,Virginia,13.9,18.5,16.0,7.0
2018,Portsmouth City,Virginia,26.2,40.3,13.5,12.4
2018,Powhatan County,Virginia,19.1,22.5,6.1,7.5
2018,Prince Edward County,Virginia,24.4,26.3,9.7,8.8
2018,Prince George County,Virginia,22.6,27.2,9.6,9.3
2018,Prince William County,Virginia,18.8,32.3,8.2,8.8
2018,Pulaski County,Virginia,27.6,27.2,8.4,9.3
2018,Radford City,Virginia,15.0,22.3,9.1,7.5
2018,Rappahannock County,Virginia,12.5,20.3,8.2,7.8
2018,Richmond County,Virginia,25.8,29.2,9.2,10.1
2018,Richmond City,Virginia,20.8,29.5,10.9,10.3
2018,Roanoke County,Virginia,23.0,29.0,11.8,10.2
2018,Roanoke City,Virginia,24.1,34.6,9.8,10.6
2018,Rockbridge County,Virginia,22.2,26.8,13.6,9.5
2018,Rockingham County,Virginia,21.1,30.3,7.3,8.7
2018,Russell County,Virginia,27.3,27.5,15.3,9.4
2018,Salem City,Virginia,22.0,28.4,9.6,8.4
2018,Scott County,Virginia,26.1,27.8,10.0,11.3
2018,Shenandoah County,Virginia,19.0,28.6,9.1,9.4
2018,Smyth County,Virginia,26.5,23.6,10.4,9.6
2018,Southampton County,Virginia,24.5,31.5,10.8,9.1
2018,Spotsylvania County,Virginia,21.6,32.4,8.4,7.8
2018,Stafford County,Virginia,15.7,29.3,6.1,7.7
2018,Staunton City,Virginia,15.5,19.6,15.0,7.4
2018,Suffolk City,Virginia,22.2,32.4,12.3,11.5
2018,Surry County,Virginia,15.7,19.0,11.8,7.9
2018,Sussex County,Virginia,19.5,29.8,10.1,8.7
2018,Tazewell County,Virginia,31.2,37.5,8.9,10.5
2018,Virginia Beach City,Virginia,18.8,28.7,7.9,9.5
2018,Warren County,Virginia,24.1,29.5,9.5,8.8
2018,Washington County,Virginia,24.3,29.0,11.1,9.0
2018,Waynesboro City,Virginia,16.6,19.5,15.9,8.6
2018,Westmoreland County,Virginia,18.4,25.4,8.9,9.3
2018,Williamsburg City,Virginia,15.7,18.0,7.1,8.5
2018,Winchester City,Virginia,16.1,19.4,8.3,6.9
2018,Wise County,Virginia,30.6,34.7,16.8,13.2
2018,Wythe County,Virginia,22.5,30.2,10.2,9.0
2018,York County,Virginia,15.0,22.4,7.1,9.3
2018,Adams County,Washington,21.5,32.2,9.1,8.1
2018,Asotin County,Washington,17.2,30.3,8.8,9.0
2018,Benton County,Washington,16.3,35.0,6.9,8.0
2018,Chelan County,Washington,19.1,33.3,6.3,7.2
2018,Clallam County,Washington,15.7,27.1,6.8,9.5
2018,Clark County,Washington,15.4,31.9,8.2,8.9
2018,Columbia County,Washington,17.6,26.6,9.9,8.7
2018,Cowlitz County,Washington,19.1,38.3,10.6,10.7
2018,Douglas County,Washington,17.1,27.1,7.4,7.1
2018,Ferry County,Washington,14.5,23.4,9.8,7.5
2018,Franklin County,Washington,18.1,29.4,9.0,10.0
2018,Garfield County,Washington,22.5,31.5,8.0,8.6
2018,Grant County,Washington,20.9,33.5,9.2,8.6
2018,Grays Harbor County,Washington,21.5,33.2,10.7,9.6
2018,Island County,Washington,15.3,29.1,7.0,7.1
2018,Jefferson County,Washington,11.5,20.3,4.0,5.4
2018,King County,Washington,12.8,22.3,6.3,7.6
2018,Kitsap County,Washington,17.2,29.3,7.3,8.2
2018,Kittitas County,Washington,17.2,26.4,6.2,6.6
2018,Klickitat County,Washington,15.5,25.0,8.2,8.9
2018,Lewis County,Washington,19.4,31.2,9.9,9.2
2018,Lincoln County,Washington,18.1,30.0,6.0,7.4
2018,Mason County,Washington,17.6,32.7,9.4,8.9
2018,Okanogan County,Washington,19.9,29.9,6.5,8.4
2018,Pacific County,Washington,21.5,33.1,8.3,9.1
2018,Pend Oreille County,Washington,22.1,31.1,9.4,7.5
2018,Pierce County,Washington,18.0,31.5,9.7,10.1
2018,San Juan County,Washington,11.9,19.3,2.1,4.5
2018,Skagit County,Washington,15.5,28.5,6.3,7.0
2018,Skamania County,Washington,16.6,31.2,8.2,8.4
2018,Snohomish County,Washington,16.9,30.4,8.0,8.6
2018,Spokane County,Washington,17.0,29.5,6.6,8.5
2018,Stevens County,Washington,19.4,27.5,6.2,6.9
2018,Thurston County,Washington,13.4,28.8,7.2,8.5
2018,Wahkiakum County,Washington,18.3,29.9,9.1,8.1
2018,Walla Walla County,Washington,14.6,28.3,8.5,9.0
2018,Whatcom County,Washington,12.6,26.0,6.6,7.4
2018,Whitman County,Washington,16.7,26.1,7.0,8.3
2018,Yakima County,Washington,20.7,36.0,9.8,10.9
2018,Barbour County,West Virginia,26.1,33.9,12.7,11.1
2018,Berkeley County,West Virginia,24.3,37.7,10.3,10.4
2018,Boone County,West Virginia,26.9,40.3,20.0,15.7
2018,Braxton County,West Virginia,20.7,32.9,9.5,9.2
2018,Brooke County,West Virginia,23.2,28.9,11.7,11.5
2018,Cabell County,West Virginia,24.9,35.8,9.1,11.0
2018,Calhoun County,West Virginia,18.0,24.8,13.8,8.4
2018,Clay County,West Virginia,21.6,28.8,12.2,9.3
2018,Doddridge County,West Virginia,17.0,22.1,21.0,6.6
2018,Fayette County,West Virginia,28.0,37.1,15.3,13.9
2018,Gilmer County,West Virginia,14.5,27.8,22.6,8.4
2018,Grant County,West Virginia,21.2,30.3,14.4,11.7
2018,Greenbrier County,West Virginia,19.4,34.1,10.0,10.6
2018,Hampshire County,West Virginia,21.5,33.4,7.3,8.3
2018,Hancock County,West Virginia,20.0,36.9,10.4,9.1
2018,Hardy County,West Virginia,19.8,32.8,14.5,9.4
2018,Harrison County,West Virginia,22.7,36.1,11.7,12.3
2018,Jackson County,West Virginia,20.8,39.0,16.6,11.9
2018,Jefferson County,West Virginia,18.8,30.1,9.1,9.1
2018,Kanawha County,West Virginia,24.8,37.2,12.4,12.6
2018,Lewis County,West Virginia,27.5,39.0,11.3,9.3
2018,Lincoln County,West Virginia,30.2,38.0,13.7,10.8
2018,Logan County,West Virginia,33.0,37.5,23.7,14.1
2018,Marion County,West Virginia,25.0,35.2,10.7,11.6
2018,Marshall County,West Virginia,23.8,33.8,15.4,10.3
2018,Mason County,West Virginia,29.6,36.8,17.1,10.5
2018,Mcdowell County,West Virginia,27.6,37.3,18.9,10.2
2018,Mercer County,West Virginia,29.0,36.9,13.2,13.0
2018,Mineral County,West Virginia,22.4,32.4,12.9,9.8
2018,Mingo County,West Virginia,39.6,35.6,21.8,14.2
2018,Monongalia County,West Virginia,19.0,29.6,9.2,9.8
2018,Monroe County,West Virginia,23.8,28.4,16.1,9.6
2018,Morgan County,West Virginia,19.9,31.0,12.1,9.7
2018,Nicholas County,West Virginia,25.2,34.7,12.1,9.1
2018,Ohio County,West Virginia,19.7,28.0,10.7,8.4
2018,Pendleton County,West Virginia,24.7,30.3,13.7,10.2
2018,Pleasants County,West Virginia,16.4,21.5,10.3,7.7
2018,Pocahontas County,West Virginia,16.5,25.0,10.7,8.9
2018,Preston County,West Virginia,24.8,33.4,18.4,12.8
2018,Putnam County,West Virginia,21.1,38.1,6.6,9.8
2018,Raleigh County,West Virginia,26.2,35.6,15.0,13.5
2018,Randolph County,West Virginia,24.9,31.1,10.7,9.4
2018,Ritchie County,West Virginia,18.1,33.5,9.7,8.9
2018,Roane County,West Virginia,20.9,36.0,20.6,10.2
2018,Summers County,West Virginia,26.6,35.1,11.9,10.5
2018,Taylor County,West Virginia,24.9,32.1,16.2,10.9
2018,Tucker County,West Virginia,14.8,23.3,10.5,9.6
2018,Tyler County,West Virginia,19.6,27.9,17.6,8.6
2018,Upshur County,West Virginia,21.5,29.3,13.7,10.2
2018,Wayne County,West Virginia,29.4,38.4,15.1,13.5
2018,Webster County,West Virginia,23.8,27.2,19.4,8.9
2018,Wetzel County,West Virginia,22.0,31.0,16.8,11.5
2018,Wirt County,West Virginia,21.2,24.3,8.7,8.7
2018,Wood County,West Virginia,27.3,39.2,12.2,13.4
2018,Wyoming County,West Virginia,32.0,31.9,11.5,10.4
2018,Adams County,Wisconsin,18.5,27.9,26.1,10.4
2018,Ashland County,Wisconsin,15.2,28.8,6.1,7.5
2018,Barron County,Wisconsin,17.0,34.2,10.2,8.6
2018,Bayfield County,Wisconsin,17.1,25.8,4.7,6.2
2018,Brown County,Wisconsin,17.3,31.4,7.6,8.6
2018,Buffalo County,Wisconsin,15.0,20.1,17.5,8.0
2018,Burnett County,Wisconsin,17.8,23.6,8.5,7.2
2018,Calumet County,Wisconsin,13.4,24.8,7.2,7.0
2018,Chippewa County,Wisconsin,16.9,30.7,5.2,6.5
2018,Clark County,Wisconsin,18.4,34.1,4.9,6.9
2018,Columbia County,Wisconsin,19.2,36.1,6.4,8.2
2018,Crawford County,Wisconsin,15.2,25.2,7.4,7.3
2018,Dane County,Wisconsin,14.4,22.6,4.7,5.5
2018,Dodge County,Wisconsin,19.2,34.2,6.1,9.1
2018,Door County,Wisconsin,15.3,24.2,12.8,8.4
2018,Douglas County,Wisconsin,15.2,25.3,8.2,8.1
2018,Dunn County,Wisconsin,18.2,32.3,6.7,7.1
2018,Eau Claire County,Wisconsin,17.0,26.4,6.3,7.7
2018,Florence County,Wisconsin,17.0,20.5,9.6,6.8
2018,Fond Du Lac County,Wisconsin,19.1,30.1,6.6,7.7
2018,Forest County,Wisconsin,17.7,22.6,5.8,7.0
2018,Grant County,Wisconsin,16.8,29.7,4.8,6.6
2018,Green County,Wisconsin,17.4,24.6,5.0,7.4
2018,Green Lake County,Wisconsin,19.0,28.3,6.0,6.8
2018,Iowa County,Wisconsin,13.7,24.9,9.2,8.4
2018,Iron County,Wisconsin,15.6,24.1,5.3,6.9
2018,Jackson County,Wisconsin,15.8,21.5,11.7,8.6
2018,Jefferson County,Wisconsin,18.2,27.9,4.9,6.4
2018,Juneau County,Wisconsin,19.3,25.2,6.5,7.1
2018,Kenosha County,Wisconsin,20.3,29.9,6.5,7.3
2018,Kewaunee County,Wisconsin,17.0,29.0,6.6,7.6
2018,La Crosse County,Wisconsin,16.9,24.1,4.0,6.1
2018,Lafayette County,Wisconsin,16.1,21.5,10.2,7.3
2018,Langlade County,Wisconsin,17.2,26.0,9.2,7.5
2018,Lincoln County,Wisconsin,17.1,39.4,4.7,7.0
2018,Manitowoc County,Wisconsin,15.7,28.4,6.0,7.0
2018,Marathon County,Wisconsin,19.5,29.8,4.9,6.3
2018,Marinette County,Wisconsin,17.2,26.9,4.5,6.5
2018,Marquette County,Wisconsin,18.2,31.9,8.3,8.0
2018,Menominee County,Wisconsin,25.6,39.7,16.1,10.0
2018,Milwaukee County,Wisconsin,23.3,32.2,8.7,9.5
2018,Monroe County,Wisconsin,18.1,29.2,5.6,7.8
2018,Oconto County,Wisconsin,16.2,28.1,13.7,7.3
2018,Oneida County,Wisconsin,16.7,32.2,5.0,7.0
2018,Outagamie County,Wisconsin,16.2,30.7,8.0,9.4
2018,Ozaukee County,Wisconsin,13.7,20.2,4.2,6.2
2018,Pepin County,Wisconsin,16.1,20.5,8.0,6.7
2018,Pierce County,Wisconsin,12.6,25.7,6.6,6.4
2018,Polk County,Wisconsin,16.7,21.5,9.0,8.4
2018,Portage County,Wisconsin,17.2,26.9,6.6,6.7
2018,Price County,Wisconsin,18.3,28.7,7.1,6.8
2018,Racine County,Wisconsin,20.9,36.8,6.6,8.6
2018,Richland County,Wisconsin,16.1,25.0,7.9,8.0
2018,Rock County,Wisconsin,19.1,33.1,8.1,9.3
2018,Rusk County,Wisconsin,23.9,21.4,6.1,7.4
2018,Sauk County,Wisconsin,18.9,32.3,8.2,8.7
2018,Sawyer County,Wisconsin,20.4,31.6,6.8,7.5
2018,Shawano County,Wisconsin,23.2,29.4,8.7,8.3
2018,Sheboygan County,Wisconsin,19.8,30.8,6.0,6.9
2018,St. Croix County,Wisconsin,18.1,21.7,4.6,6.9
2018,Taylor County,Wisconsin,21.3,32.4,7.5,7.5
2018,Trempealeau County,Wisconsin,17.5,26.8,5.7,8.1
2018,Vernon County,Wisconsin,14.1,23.6,5.6,7.2
2018,Vilas County,Wisconsin,17.3,25.3,6.6,7.1
2018,Walworth County,Wisconsin,20.2,28.1,4.8,6.4
2018,Washburn County,Wisconsin,22.1,28.3,8.7,6.8
2018,Washington County,Wisconsin,15.1,27.3,5.3,7.4
2018,Waukesha County,Wisconsin,15.3,24.7,6.2,7.3
2018,Waupaca County,Wisconsin,18.9,30.4,5.3,6.5
2018,Waushara County,Wisconsin,18.9,29.7,8.8,8.0
2018,Winnebago County,Wisconsin,17.9,36.1,6.9,7.9
2018,Wood County,Wisconsin,15.1,23.7,6.6,6.4
2018,Albany County,Wyoming,15.5,25.5,5.0,8.5
2018,Big Horn County,Wyoming,21.8,32.1,11.6,10.2
2018,Campbell County,Wyoming,23.8,30.9,7.1,7.3
2018,Carbon County,Wyoming,27.0,32.6,5.8,7.6
2018,Converse County,Wyoming,21.0,30.4,10.0,7.3
2018,Crook County,Wyoming,22.6,27.0,5.8,6.7
2018,Fremont County,Wyoming,23.2,27.6,6.4,8.3
2018,Goshen County,Wyoming,26.4,30.1,6.7,7.0
2018,Hot Springs County,Wyoming,19.1,25.7,8.5,8.0
2018,Johnson County,Wyoming,16.7,23.6,4.3,5.3
2018,Laramie County,Wyoming,21.0,29.6,7.7,9.1
2018,Lincoln County,Wyoming,18.6,23.7,6.9,7.2
2018,Natrona County,Wyoming,21.8,30.3,6.4,8.5
2018,Niobrara County,Wyoming,17.3,22.5,6.6,6.8
2018,Park County,Wyoming,21.8,25.3,6.2,6.5
2018,Platte County,Wyoming,18.5,25.5,8.3,9.3
2018,Sheridan County,Wyoming,19.5,27.5,5.9,6.6
2018,Sublette County,Wyoming,16.7,23.9,5.1,6.8
2018,Sweetwater County,Wyoming,23.2,31.0,7.0,7.8
2018,Teton County,Wyoming,10.7,10.5,1.6,3.8
2018,Uinta County,Wyoming,23.1,33.2,7.6,8.4
2018,Washakie County,Wyoming,20.2,25.4,11.4,7.4
2018,Weston County,Wyoming,21.8,32.0,7.9,7.6
